rumah_url,rumah_nama,rumah_lokasi,rumah_harga,rumah_kamar_tidur,rumah_kamar_mandi,rumah_luas_bangunan,rumah_luas_lahan,rumah_fully_furnished,rumah_keamanan,rumah_kolam_renang,rumah_taman,rumah_lahan_parkir,rumah_jumlah_lantai,rumah_balcony,rumah_AC
https://www.lamudi.co.id/jual-rumah-di-cilodong-depok-dekat-gdc-166712971762.html,"Rumah di Jual lokasi Cilodong, Depok, nempel GDC","Cilodong, Dekat GDC, Depok, Jawa barat Cilodong, Depok",Rp 497.000.000,2.0,2.0,40.0,47.0,,,,,,,,
https://www.lamudi.co.id/rumah-dekat-tol-cijago-nuansa-bali-banyak-bonus-ny-166039330186.html,Rumah dekat Tol Cijago nuansa Bali banyak bonus nya di Cimanggis,"Pekapuran Cimanggis Depok Cimanggis, Depok",Rp 775.000.000,3.0,2.0,56.0,63.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/rumah-dijual-dekat-stasiun-depok-lama-dan-tol-marg-166039330576.html,Rumah minimalis 7 menit ke stasiun Depok lama dan jalan Margonda raya,"Jalan KP Parung serab Tirtajaya Sukmajaya Depok Sukmajaya, Depok",Rp 850.000.000,3.0,2.0,66.0,66.0,,,,yes,1.0,,,
https://www.lamudi.co.id/cuma-boking-3-juta-lokasi-dekat-stasiun-di-kalimul-166039336181.html,Rumah baru Boking 3 juta dekat stasiun di Kalimulya Cilodong Depok,"Cilodong, Depok",Rp 900.000.000,3.0,3.0,70.0,75.0,,,,yes,,,,
https://www.lamudi.co.id/rumah-dijual-dekat-stasiun-dan-tol-ada-4-kamar-di-166039336685.html,Rumah dijual dekat stasiun dan Tol ada 4 kamar di Mampang Panmas Depok,"Mampang Pancoran Mas Pancoran Mas, Depok",Rp 950.000.000,4.0,3.0,110.0,82.0,,yes,,yes,2.0,,,yes
https://www.lamudi.co.id/rumah-di-cilodong-depok-akses-boulevard-gdc-kalimu-166124603411.html,Rumah baru termurah bata merah samping Alun Alun di Boulevard GDC,"Alun Alun GDC Depok Cilodong, Depok",Rp 975.000.000,3.0,2.0,64.0,84.0,,yes,,,2.0,,,yes
https://www.lamudi.co.id/rumah-gaya-clasic-free-all-biaya2-dekat-gdc-depok-16588782019.html,Rumah gaya clasic free all biaya2 dekat GDC depok,"Cilodong, Depok",Rp 975.200.000,3.0,2.0,64.0,84.0,,yes,,yes,,,yes,
https://www.lamudi.co.id/rumah-kebun-siap-huni-sawangan-depok-cocok-untuk-v-166903200414.html,"Rumah Kebun siap huni, sawangan Depok cocok untuk villa, banyak pohon.","Jalan Raya Sawangan, Depok, Indonesia Sawangan, Depok",Rp 20.000.000.000,6.0,3.0,372.0,3300.0,,,,yes,3.0,,yes,
https://www.lamudi.co.id/ad204-new-cluster-1lantai-3km-ke-pintu-tol-cibubur-166735050929.html,Ad204.New Cluster 2Lantai 3KM ke Pintu Tol Cibubur Di Cimanggis Depok,Cimanggis Depok Depok,Rp 1.090.566.600,3.0,2.0,70.0,81.0,,,,,1.0,,,
https://www.lamudi.co.id/ad208-new-cluster-2-lantai-akses-jln-2-mobil-dkt-p-166735605479.html,Ad208.New Cluster 2 Lantai Akses Jln 2 mobil dkt pintu tol Cibubur,"Cibubur Cimanggis Depok Cimanggis, Depok",Rp 1.382.000.000,3.0,2.0,88.0,71.0,,,,,1.0,,,
https://www.lamudi.co.id/p202-new-cluster-lokasi-sangat-strategis-dkt-ke-st-166800413137.html,P202.New Cluster lokasi sangat strategis dkt ke Stasiun di Cilodong,"Cilodong Depok Cilodong, Depok",Rp 670.500.000,2.0,1.0,45.0,78.0,,,,,1.0,,,
https://www.lamudi.co.id/rumah-tepi-anak-danau-166822777577.html,Rumah tepi anak danau,"Sawangan, Depok",Rp 2.900.000.000,4.0,4.0,179.0,144.0,,yes,yes,yes,2.0,,yes,yes
https://www.lamudi.co.id/dijual-rumah-di-tamansari-puri-bali-167221071481.html,Dijual Rumah di Tamansari Puri Bali,"Bojongsari, Depok",Rp 1.100.000.000,5.0,2.0,107.0,159.0,,,,,,,,
https://www.lamudi.co.id/hanya-5-menit-ke-gerbang-tol-limo-cluster-cinere-m-167156880184.html,"Hanya 5 Menit ke Gerbang Tol Limo, Cluster Cinere Modern","Limo, Depok",Rp 1.475.000.000,5.0,3.0,150.0,151.0,,yes,,,,,,
https://www.lamudi.co.id/rumah-strategis-hanya-5-menit-ke-stasiun-ka-depok-167157009298.html,Rumah Strategis Hanya 5 Menit ke Stasiun KA Depok,"Sukmajaya, Depok",Rp 1.560.000.000,4.0,3.0,145.0,115.0,,yes,,,,,,
https://www.lamudi.co.id/rumah-cluster-modern-ada-sport-club-dibojongsari-depok.html,Rumah cluster modern ada sport club dibojongsari depok,"Bojongsari, Depok",Rp 780.000.000,2.0,1.0,45.0,90.0,,yes,yes,yes,2.0,,,
https://www.lamudi.co.id/dijual-rumah-jl-nusantara-raya-kel-harjamukti-kec-167226636638.html,"Dijual Rumah Jl.Nusantara Raya, Kel. Harjamukti Kec. Cimanggis Depok","Cimanggis, Depok",Rp 3.950.000.000,5.0,6.0,450.0,480.0,,,,,,,,
https://www.lamudi.co.id/rumah-tujuh-ratus-jutaan-dilingkungan-perumahan-me-166961891160.html,Rumah Tujuh Ratus Jutaan dilingkungan Perumahan Mewah Ciherang,"Cimanggis Cimanggis, Depok",Rp 740.000.000,3.0,2.0,63.0,55.0,,,,,,,,
https://www.lamudi.co.id/rumah-murah-500jutaan-di-cilodong-depok-167012918246.html,Rumah murah 500jutaan di Cilodong_Depok,"Cilodong, Depok",Rp 532.000.000,2.0,1.0,40.0,56.0,,,,,1.0,,,
https://www.lamudi.co.id/352-new-cluster-2lantai-ekslusif-konsep-scandinavi-165840202895.html,352.New Cluster 2lantai ekslusif konsep scandinavia free biaya2 Depok,"parakan cinangka sawangan depok Sawangan, Depok",Rp 845.000.000,3.0,2.0,60.0,70.0,,,,,2.0,,,
https://www.lamudi.co.id/hunian-2lantai-area-cibubur-harjamukti-strategis-d-166357009454.html,Hunian 2lantai area cibubur harjamukti strategis di Depok,"Tapos, Depok",Rp 1.163.640.000,3.0,3.0,80.0,80.0,,,,,,,,
https://www.lamudi.co.id/ps-premium-townhouse-cukup-dp-15-jt-akad-hny-selan-16654885664.html,Ps.Premium Townhouse Cukup Dp 15 Jt akad Hny Selangkah 300m ke LRT,"Harjamukti cimanggis Cibubur Depok Cimanggis, Depok",Rp 1.442.000.000,3.0,2.0,88.0,67.0,,,,,2.0,,,
https://www.lamudi.co.id/468-new-cluster-2-lantai-konsep-kontemporer-mileni-166739664469.html,468.New Cluster 2 Lantai konsep Kontemporer Milenial di Curug Depok,"Curug Bojongsari Depok Bojongsari, Depok",Rp 850.000.000,2.0,2.0,50.0,55.0,,,,,1.0,,,
https://www.lamudi.co.id/op92-cluster-exclusive-2-lt-dkt-pintu-tol-sawangan-166956518870.html,Op92.Cluster Exclusive 2 LT Dkt Pintu Tol Sawangan Desari Pancoran Mas,"Pancoran Mas Depok Pancoran Mas, Depok",Rp 1.250.000.000,3.0,2.0,100.0,71.0,,,,,2.0,,,
https://www.lamudi.co.id/op87-rumah-ready-stock-siap-huni-cinere-dekat-pint-166956693438.html,Op87.Rumah Ready Stock Siap Huni Cinere Dekat Pintu Tol Brigif,"Cinere Depok Cinere, Depok",Rp 1.546.000.000,2.0,2.0,64.0,98.0,,,,,1.0,,,
https://www.lamudi.co.id/s484-rumah-siap-huni-bonus-akhir-tahun-dgn-3juta-s-167206507160.html,S484.Rumah Siap huni Bonus akhir tahun dgn 3juta sudah proses kpr,"Bojongsari, Depok, JABODETABEK, Indonesia Bojongsari, Depok",Rp 511.500.000,2.0,1.0,40.0,70.0,,,,,1.0,,,
https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-166288364056.html,"Rumah strategis,nyaman dan asri","Cimanggis, Depok",Rp 800.000.000,2.0,2.0,51.0,72.0,,,,,5.0,,,
https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-166866554847.html,"Rumah strategis,nyaman dan asri","jl residence Mekarsari, Depok",Rp 800.000.000,2.0,2.0,54.0,60.0,,,,,1.0,,,
https://www.lamudi.co.id/rumah-strategis-nyaman-dan-asri-di-kemang-depok-167003221712.html,"Rumah strategis, nyaman dan asri di kemang depok","Depok, Depok",Rp 1.250.000.000,4.0,3.0,120.0,90.0,,,,,2.0,,,
https://www.lamudi.co.id/dijual-rumah-mewah-tipe-terra-di-depok.html,Dijual Rumah Mewah Tipe Terra di Depok,"Jl. Pramuka Raya, Mampang, Pancoran Mas, Depok Pancoran Mas, Depok",Rp 1.700.000.000,4.0,2.0,94.0,72.0,,,yes,yes,1.0,,,
https://www.lamudi.co.id/rumah-millenial-2-lantai-green-living-concept-strategis-di-sutera-sawangan-depok.html,Rumah Millenial 2 Lantai Green Living Concept Strategis di Sutera Sawangan Depok,"Sawangan, Depok",Rp 1.200.000.000,2.0,2.0,75.0,84.0,,yes,yes,yes,1.0,2.0,,yes
https://www.lamudi.co.id/rumah-2-lantai-cashback-50-juta.html,"Rumah 2 lantai siap huni,hanya 10 menit ke stasiun KRL Depok","Depok, Depok",Rp 925.000.000,3.0,3.0,80.0,83.0,,,,yes,,,,
https://www.lamudi.co.id/promo-bulan-oktober-beli-rumah-gratis-semua-biaya-166573261342.html,"promo bulan Oktober,Beli rumah gratis semua biaya surat-surat","Kalimulya, Depok",Rp 685.000.000,2.0,2.0,60.0,90.0,,yes,,yes,,,,
https://www.lamudi.co.id/rumah-mewah-paling-modern-dikota-depok-16660657254.html,Rumah mewah paling modern dikota depok,"Cilodong, Depok",Rp 925.425.000,3.0,3.0,80.0,83.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/hunian-minimalis-kekinian-kpr-gk-pake-depe-166606609070.html,"Hunian minimalis kekinian,KPR gk pake depe","Sukmajaya, Depok",Rp 889.000.000,3.0,3.0,80.0,75.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-baru-dikota-depok-166606692672.html,Rumah baru dikota depok,"Sukmajaya, Depok",Rp 899.000.000,3.0,3.0,80.0,75.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-baru-minimalis-dikota-depok-166606886971.html,Rumah baru minimalis dikota depok,"Cilodong, Depok",Rp 735.000.000,2.0,2.0,60.0,70.0,,yes,,yes,1.0,,,yes
https://www.lamudi.co.id/hunian-2-lantai-nempel-alun-alun-depok-166618099165.html,hunian 2 lantai nempel alun alun Depok,"Cilodong, Depok",Rp 1.050.000.000,3.0,3.0,80.0,78.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/kpr-kita-bantu-sampai-akad-166727172094.html,KPR kita bantu sampai Akad,"Cilodong, Depok",Rp 922.000.000,3.0,3.0,80.0,80.0,,yes,,yes,2.0,,yes,yes
https://www.lamudi.co.id/promo-bulan-november-cukup-booking-aj-langsung-aka-16674466604.html,"promo bulan November,cukup booking aj langsung akad","Kalimulya, Depok",Rp 681.000.000,2.0,2.0,60.0,90.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/booking-aj-4-juta-sampai-akad-yukk-disurvey-dulu-l-166813679047.html,"Booking aj 4 juta sampai akad,yukk disurvey dulu lokasinya","Cilodong, Depok",Rp 698.000.000,2.0,1.0,45.0,94.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/rumah-baru-siap-huni-paling-dicari-dp-0-166829224854.html,"Rumah baru siap huni paling dicari,DP 0 %","Cilodong, Depok",Rp 925.000.000,3.0,3.0,80.0,81.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/dp-0-dijual-cepat-rumah-dekat-smpn-6-depok-166832473653.html,"DP 0 %,dijual cepat rumah dekat SMPN 6 Depok","Cilodong, Depok",Rp 670.000.000,2.0,1.0,45.0,94.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/cash-kpr-kita-bantu-sampai-akad-166832515048.html,cash & KPR kita bantu sampai Akad,"Cilodong, Depok",Rp 670.000.000,2.0,1.0,45.0,94.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/booking-aj-4-juta-all-in-survey-lokasinya-dijamin-166850352233.html,"Booking aj 4 juta all in, survey lokasinya dijamin jatuh hati","Sukmajaya, Depok",Rp 925.000.000,3.0,3.0,80.0,81.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/town-house-tiara-residene-hanya-1-unit-terakhir-16686398662.html,"town house Kalibaru 2 residence,rumah mewah","Cilodong, Depok",Rp 1.050.000.000,3.0,3.0,120.0,89.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/termurah-dikota-depok-free-biaya-surat-surat-166946675730.html,"TERMURAH DIKOTA DEPOK,FREE BIAYA SURAT SURAT","Margonda, Depok",Rp 850.000.000,3.0,3.0,80.0,68.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/promo-bombastis-beli-rumah-gratis-semua-biaya-sura-166953544447.html,"promo bombastis,beli rumah gratis semua biaya surat-surat","Sukmajaya, Depok",Rp 850.000.000,3.0,3.0,80.0,68.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/promo-spektakuler-diakhir-tahun-166967660943.html,promo spektakuler diakhir tahun,"Cilodong, Depok",Rp 685.000.000,2.0,2.0,60.0,82.0,,yes,,yes,,,,
https://www.lamudi.co.id/hunian-clasik-modern-dialun-alun-kota-depok-167072541199.html,hunian clasik modern dialun alun kota Depok,"Cilodong, Depok",Rp 985.000.000,3.0,3.0,80.0,78.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/claster-mewah-pasilitas-lengkap-167072563658.html,claster mewah pasilitas lengkap,"Cilodong, Depok",Rp 1.050.000.000,3.0,3.0,80.0,78.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/hunian-pinggir-jalan-raya-row-jalan-sangat-lebar-167092450259.html,hunian pinggir jalan raya row jalan sangat lebar,"Cilodong, Depok",Rp 950.000.000,3.0,3.0,80.0,80.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/promo-bombastis-beli-rumah-kita-gratiskan-biaya-su-167152908656.html,promo bombastis beli rumah kita gratiskan biaya surat-surat,"Cilodong, Depok",Rp 924.550.000,3.0,3.0,80.0,81.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/survey-dulu-dijamin-pasti-jatuh-cinta-167159747749.html,Survey dulu dijamin pasti jatuh cinta,"Cilodong, Depok",Rp 1.050.000.000,3.0,3.0,120.0,89.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/hunian-paling-keren-dan-sudah-banyak-yang-dihuni-167159764691.html,hunian paling keren dan sudah banyak yang dihuni,"Cilodong, Depok",Rp 705.000.000,2.0,2.0,55.0,82.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/hunian-pinggir-jalan-paling-strategis-167167817782.html,Hunian pinggir jalan paling strategis,"Cilodong, Depok",Rp 951.000.000,3.0,3.0,80.0,80.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/modern-kekinian-paling-keren-16716783236.html,modern kekinian paling keren,"Cilodong, Depok",Rp 711.000.000,2.0,2.0,55.0,82.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/rumah-bagus-tropical-village-166804831012.html,rumah bagus tropical village,"Sawangan, Depok",Rp 348.000.000,2.0,1.0,32.0,60.0,,,,,,,,
https://www.lamudi.co.id/rumah-dekat-alun2-kota-depok-tanpa-dp-bonus-ac-166522782382.html,Rumah Dekat Alun2 Kota Depok Tanpa DP Bonus AC,"Cilodong, Depok",Rp 535.000.000,2.0,1.0,36.0,65.0,,yes,,yes,1.0,,,yes
https://www.lamudi.co.id/the-best-home-for-your-beloved-family-16605758299.html,THE BEST HOME FOR YOUR BELOVED FAMILY,"Cilodong, Depok",Rp 945.000.000,3.0,2.0,65.0,84.0,,yes,,,1.0,,yes,
https://www.lamudi.co.id/rumah-mewah-dgn-akses-strategis-cicilan-9-jutaan-p-167006132080.html,"Rumah Mewah dgn Akses Strategis, Cicilan 9 Jutaan & Panaromic View","Jl. Raya Bojongsari No.53, Bojongsari Lama, Kec. Bojongsari, Kota Depok, Jawa Barat 16517 Sawangan, Depok",Rp 1.900.000.000,3.0,3.0,110.0,98.0,,yes,yes,yes,2.0,,yes,
https://www.lamudi.co.id/rumah-mewah-view-danau-fasilitas-lengkap-bisa-kpr-167100233439.html,Rumah Mewah View Danau & Fasilitas lengkap Bisa KPR at Sawangan Depok,"Jl. Raya Bojongsari No.53, Bojongsari Lama, Kec. Bojongsari, Kota Depok, Jawa Barat 16517 Sawangan, Depok",Rp 3.500.000.000,4.0,4.0,184.0,189.0,,yes,,yes,2.0,,yes,
https://www.lamudi.co.id/rumah-ready-didepok-sebelah-alun2-cukup-boking-4-j-16634261425.html,"rumah ready didepok sebelah alun2 cukup boking 4 juta all in,dp0,shm","jln ,buolverad grand depok city Depok, Depok",Rp 1.050.000.000,3.0,3.0,80.0,78.0,,,,,,,,
https://www.lamudi.co.id/jual-rumah-di-depok-cukup-boking-4juta-all-in-166447067518.html,jual rumah di depok cukup boking 4juta all in,"jln,boulevard grand depok city Sukmajaya, Depok",Rp 1.050.000.000,3.0,3.0,80.0,78.0,,yes,,,,,,
https://www.lamudi.co.id/perumahan-kawasan-depok-shila-167142727471.html,perumahan kawasan depok shila,"Bojongsari, Depok",Rp 1.900.000.000,3.0,3.0,136.0,112.0,,yes,yes,yes,,,yes,
https://www.lamudi.co.id/br951-perumahan-exclusive-di-depok-lama-pancoran-m-166556768923.html,BR951 Perumahan Exclusive di Depok lama Pancoran mas siap huni,"Perumahan Bukit Novo Pancoran mas Depok Lama Sukmajaya, Depok",Rp 1.800.000.000,5.0,5.0,250.0,150.0,,,,,1.0,,,
https://www.lamudi.co.id/br839-perumahan-elite-lt-168m-wilayah-tapos-depok-166599456217.html,BR839 Perumahan elite LT : 168m wilayah Tapos Depok siap huni,"Jl.Dongkal, Sukatani, Kec. Tapos, Kota Depok Tapos, Depok",Rp 1.800.000.000,4.0,4.0,98.0,168.0,,,,,1.0,,,
https://www.lamudi.co.id/br911-rumah-baru-bangunan-2-lantai-sektor-melati-g-166599610475.html,BR911 Rumah baru bangunan 2 lantai sektor melati GDC,"Sektor Melati Perumahan Grand Depok City Cilodong, Depok",Rp 880.000.000,3.0,2.0,70.0,71.0,,,,,1.0,,,
https://www.lamudi.co.id/br951-perumahan-exclusive-di-depok-lama-pancoran-m-166599652110.html,BR951 Perumahan Exclusive di Depok lama Pancoran mas siap huni,"Depok Lama Pancoran Mas Pancoran Mas, Depok",Rp 1.800.000.000,5.0,5.0,250.0,150.0,,,,,1.0,,,
https://www.lamudi.co.id/br975-perumahan-grand-depok-city-luas-90m-dekat-ge-16659978786.html,BR975 Perumahan Grand Depok City luas 90m dekat gerbang GDC,"Perumahan Grand Depok City Sukmajaya, Depok",Rp 1.100.000.000,2.0,1.0,50.0,90.0,,,,,1.0,,,
https://www.lamudi.co.id/br971-perumahan-taman-anyelir-kalimulya-depok-luas-166599865538.html,BR971 Perumahan Taman Anyelir Kalimulya Depok luas 72m,"Perumahan Taman Anyelir Kalimulya Depok Cilodong, Depok",Rp 675.000.000,2.0,1.0,45.0,72.0,,,,,1.0,,,
https://www.lamudi.co.id/br924-rumah-murah-di-grand-depok-city-siap-huni-lu-166745108635.html,BR924 Rumah Murah di Grand Depok City siap huni luas 181m,"Perum Grand Depok City Cilodong, Depok",Rp 1.450.000.000,2.0,1.0,45.0,181.0,,,,,1.0,,,
https://www.lamudi.co.id/br981-rumah-90m2-siap-huni-di-sektor-melti-grand-d-167058596684.html,BR981 Rumah 90m2 siap huni di sektor melti grand depok city,"Sektor melati GDC Cilodong, Depok",Rp 850.000.000,3.0,1.0,45.0,90.0,,,,,,,,
https://www.lamudi.co.id/rumah-di-depok-konsep-japanese-dan-skandinavia-dua-167082147485.html,"Rumah Di Depok Konsep Japanese dan Skandinavia, dua gaya satu disain","Perumahan Chalista Residence 2, Jatimulya Cilodong Depok Cilodong, Depok",Rp 950.000.000,3.0,2.0,80.0,80.0,,,,,1.0,,,
https://www.lamudi.co.id/rumah-modern-2-lantai-siap-huni-di-tapos-depok-dek-167059278230.html,Rumah modern 2 lantai siap huni di tapos depok deket tol,"Cimpaeun, Depok",Rp 1.100.000.000,2.0,2.0,87.0,90.0,,,,,,,,
https://www.lamudi.co.id/dijual-rumah-murah-didepok-taman-anyelir-br-989-167211288611.html,Dijual rumah murah didepok taman anyelir BR 989,"Sukmajaya, Depok",Rp 560.000.000,2.0,1.0,36.0,72.0,,yes,,yes,1.0,,,
https://www.lamudi.co.id/harga-merakyat-hunian-tanpa-dp-di-depok.html,harga merakyat hunian tanpa DP di Depok,"Sukmajaya, Depok",Rp 765.000.000,2.0,2.0,,50.0,,,,yes,,,,yes
https://www.lamudi.co.id/rumah-2-lantai-dekat-stasiun-krl-depok-lama-167247536196.html,Rumah 2 Lantai Dekat Stasiun Krl Depok Lama,"Cilodong, Depok",Rp 955.000.000,3.0,2.0,69.0,77.0,,yes,yes,yes,,,yes,yes
https://www.lamudi.co.id/rumah-di-depok-type-36-dekat-stasiun-pondok-rajeg.html,Rumah di Depok Type 36 Dekat Stasiun Pondok Rajeg,"Jl. Boulevard Grand Depok City, Jl. Ruko Anggrek 1 No.21, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412, Indonesia Depok, Depok",Rp 650.000.000,2.0,1.0,36.0,42.0,,,,,1.0,,,
https://www.lamudi.co.id/rumah-2-lantai-di-depok-akses-2-mobil-free-biaya-d-167023593314.html,Rumah 2 Lantai di Depok Dekat Stasiun,"Pancoran Mas, Depok",Rp 810.000.000,3.0,2.0,70.0,74.0,,,,yes,1.0,,yes,
https://www.lamudi.co.id/rumah-cluster-murah-dekat-stasiun-akses-pintu-tol-167023644764.html,Rumah Mezzanine Dekat Stasiun Akses Pintu Tol Di Depok,"Pancoran Mas, Depok",Rp 600.000.000,2.0,1.0,42.0,68.0,,,,yes,1.0,,,yes
https://www.lamudi.co.id/rumah-bernuansa-bali-di-cibubur-hanya-2km-dari-lrt-166176511156.html,"Rumah bernuansa Bali di Cibubur, Hanya 2km dari LRT dan tol Cibubur.","JL MANDIRI HARJAMUKTI CIMANGGIS DEPOKK HARJAMUKTI, DEPOK Cimanggis, Depok",Rp 1.957.500.000,3.0,2.0,72.0,153.0,,yes,,yes,2.0,,,yes
https://www.lamudi.co.id/rumah-2-lantai-di-harjamukti-terdekat-stasiun-lrt-166176567124.html,Rumah 2 Lantai di Harjamukti Terdekat stasiun LRT dan Tol Cibubur.,"INDONESIA, DEPOK, JALAN TERUSAN MANDIRI HARJAMUKTI, DEPOK Cimanggis, Depok",Rp 1.526.200.000,3.0,2.0,90.0,90.0,,yes,yes,yes,2.0,,yes,yes
https://www.lamudi.co.id/terasbali-premiere-perumahan-dekat-akses-tol-dan-l-16617875750.html,Terasbali Premiere Perumahan dekat Akses Tol dan LRT Cibubur,"HARJAMUKTI, DEPOK Cimanggis, Depok",Rp 1.929.500.000,3.0,2.0,72.0,150.0,,yes,,yes,,1.0,,yes
https://www.lamudi.co.id/masih-bisa-dimiliki-rumah-1-lantai-dekat-tol-cibub-166178950350.html,Rumah 1 Lantai dekat Tol Cibubur Legalitas Pecah Perunit.,"JL BUNGUR 2, HARJAMUKTI, CIMANGGIS - DEPOK HARJAMUKTI, DEPOK Harjamukti, Depok",Rp 892.440.000,2.0,1.0,42.0,68.0,,yes,,yes,1.0,,,yes
https://www.lamudi.co.id/rumah-murah-2lantai-dp-0-dikota-depok-166606077170.html,rumah murah 2lantai DP 0% dikota depok,"Kalibaru, Depok",Rp 1.050.000.000,3.0,3.0,120.0,86.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-ready-tanpa-dp-0-yuk-segera-survey-16661632873.html,"Rumah Ready Tanpa Dp 0%, yuk segera survey","Cilodong, Depok",Rp 670.000.000,2.0,1.0,40.0,94.0,,,,,,,,yes
https://www.lamudi.co.id/rumah-minimalis-1lantai-tanpa-dp-166701116563.html,Rumah Minimalis 1lantai Tanpa DP,"Cilodong, Depok",Rp 685.000.000,2.0,2.0,60.0,90.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/rumah-2lantai-siap-huni-didepok-166701604420.html,Rumah 2lantai Siap huni didepok,"Cilodong, Depok",Rp 925.000.000,3.0,3.0,80.0,80.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/1-unit-lagi-rumah-tanpa-dp-166706288813.html,1 unit lagi Rumah Tanpa DP,"Cilodong, Depok",Rp 685.000.000,2.0,2.0,60.0,90.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/rumah-tanpa-dp-siap-huni-166710092739.html,Rumah Tanpa DP siap huni,"Cilodong, Depok",Rp 685.000.000,2.0,2.0,60.0,90.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/rumah-tanpa-dp-mewah-didepok-166797949922.html,Rumah Tanpa DP mewah didepok,"Cimanggis, Depok",Rp 915.000.000,3.0,3.0,80.0,70.0,,,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-tanpa-dp-mewah-166815097048.html,rumah tanpa DP mewah,"Cilodong, Depok",Rp 925.000.000,3.0,3.0,80.0,80.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-siap-huni-4jt-all-in-166816065168.html,Rumah Siap Huni 4JT ALL IN,"Cilodong, Depok",Rp 670.000.000,2.0,1.0,45.0,94.0,,,,yes,,,,yes
https://www.lamudi.co.id/rumah-tanpa-dp-didepok-siap-huni-166830933786.html,Rumah Tanpa DP didepok siap huni,"Cilodong, Depok",Rp 670.000.000,2.0,1.0,45.0,90.0,,yes,,yes,,,,yes
https://www.lamudi.co.id/rumah-siap-huni-didepok-tanpa-dp-166865869447.html,Rumah Siap Huni didepok Tanpa DP,"Cilodong, Depok",Rp 670.000.000,2.0,1.0,45.0,90.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-siap-huni-didepok-tanpa-dp-166865876124.html,Rumah Siap Huni didepok Tanpa DP,"Cilodong, Depok",Rp 670.000.000,2.0,1.0,45.0,90.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-siap-huni-didepok-tanpa-dp-166865889569.html,Rumah Siap Huni didepok Tanpa DP,"Cilodong, Depok",Rp 670.000.000,2.0,1.0,45.0,90.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-dp-0-didepok-unit-terbatas-166867136156.html,Rumah DP 0% didepok unit terbatas,"Cilodong, Depok",Rp 925.000.000,3.0,3.0,80.0,81.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-dp-0-didepok-unit-terbatas-166867136156.html,Rumah DP 0% didepok unit terbatas,"Cilodong, Depok",Rp 925.000.000,3.0,3.0,80.0,81.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-2lantai-mewah-166909031558.html,Rumah 2lantai mewah,"Cilodong, Depok",Rp 925.000.000,3.0,3.0,80.0,80.0,,yes,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-siap-huni-depok-mewah-166926398374.html,Rumah Siap Huni depok mewah,"Cilangkap, Depok",Rp 925.000.000,3.0,3.0,80.0,81.0,,,,yes,,,yes,yes
https://www.lamudi.co.id/dijual-rumah-2lantai-siap-huni-didepok-166943853662.html,dijual rumah 2lantai siap huni didepok,"Kalimulya, Depok",Rp 925.000.000,3.0,3.0,80.0,80.0,,,,yes,,,yes,yes
https://www.lamudi.co.id/rumah-2lantai-tanpa-dp-sampai-akad-166951602258.html,Rumah 2Lantai Tanpa DP sampai akad,"Sukmajaya, Depok",Rp 915.000.000,3.0,3.0,80.0,90.0,,,,yes,,,yes,yes
